query_id,subject_id,gene_id,gene_name,is_intron,perc_identity,num_ident_matches,alig_length,mismatches,gap_openings,n_gaps,pos_match,ppos,q_start,q_end,q_len,qcov,qcovhsp,s_start,s_end,s_len,evalue,bit_score,score_raw,gene_biotype
id_66,FBtr0306533,FBgn0035533,Cip4,NA,100,52,52,0,0,0,52,100,1,52,52,100,100,335,386,2414,4.61e-22,103,52,protein_coding
id_66,FBtr0306096,FBgn0035533,Cip4,NA,100,52,52,0,0,0,52,100,1,52,52,100,100,449,500,2504,4.61e-22,103,52,protein_coding
id_66,FBtr0333571,FBgn0035533,Cip4,NA,100,52,52,0,0,0,52,100,1,52,52,100,100,449,500,3504,4.61e-22,103,52,protein_coding
id_66,FBtr0308201,FBgn0035533,Cip4,NA,100,52,52,0,0,0,52,100,1,52,52,100,100,449,500,3422,4.61e-22,103,52,protein_coding
id_66,FBtr0333570,FBgn0035533,Cip4,NA,100,52,52,0,0,0,52,100,1,52,52,100,100,449,500,3477,4.61e-22,103,52,protein_coding
id_66,FBtr0073339,FBgn0035533,Cip4,NA,100,52,52,0,0,0,52,100,1,52,52,100,100,449,500,2525,4.61e-22,103,52,protein_coding
id_66,FBtr0306095,FBgn0035533,Cip4,NA,100,52,52,0,0,0,52,100,1,52,52,100,100,561,612,2580,4.61e-22,103,52,protein_coding
id_66,FBtr0306094,FBgn0035533,Cip4,NA,100,52,52,0,0,0,52,100,1,52,52,100,100,449,500,2468,4.61e-22,103,52,protein_coding
id_66,FBtr0113138,FBgn0035533,Cip4,NA,100,52,52,0,0,0,52,100,1,52,52,100,100,561,612,2637,4.61e-22,103,52,protein_coding
id_66,FBtr0306534,FBgn0035533,Cip4,NA,100,52,52,0,0,0,52,100,1,52,52,100,100,449,500,3507,4.61e-22,103,52,protein_coding
id_66,FBtr0308202,FBgn0035533,Cip4,NA,100,52,52,0,0,0,52,100,1,52,52,100,100,449,500,3359,4.61e-22,103,52,protein_coding
id_66,FBtr0343145,FBgn0028421,Kap3,NA,95.833,23,24,1,0,0,23,95.83,11,34,52,46,46,2239,2262,3777,0.006,40.1,20,protein_coding
id_66,FBtr0343146,FBgn0028421,Kap3,NA,95.833,23,24,1,0,0,23,95.83,11,34,52,46,46,2242,2265,3768,0.006,40.1,20,protein_coding
